name,year,lowermiddlequarter,suburb,incomeperstudent,fulltimenonteachers,state,schooltype,uppermiddlequarter,netrecurrentincome,topquarter,schoolsector,capitalexpenditure,icseavalue,fulltimeteachers,location,totalenrollments,bottomquarter,schoolheading,studentteacherratio,type,ratio,tophalf,midics,readingyear3,writingyear3,spellingyear3,grammaryear3,numeracyyear3,readingyear5,writingyear5,spellingyear5,grammaryear5,numeracyyear5,readingyear7,writingyear7,spellingyear7,grammaryear7,numeracyyear7,readingyear9,writingyear9,spellingyear9,grammaryear9,numeracyyear9,_merge,missy3,missy5,missy7,missy9,rawy3agg,rawy5agg,rawy7agg,rawy9agg,y3aggregate,y5aggregate,y7aggregate,y9aggregate,reporticsea,incomequartile,y3quartile,y3agg10,ics10,fitted
Eastern Hills Senior High School,2014,33,Mount Helena,17044,28.5,WA,Secondary,25,11828410,15,Government,310366,1007,52.8,Metropolitan,700,27,"Eastern Hills Senior High School, Mount Helena, WA",,Secondary,13.25757599,0,above,,,,,,,,,,,,,,,,567,535,554,563,580,3,5,5,5,0,,,,2799,,,,2799,report ICSEA,4 (highest income),,,10070,"2,019.966187"
Eastern Ranges School,2014,,Ferntree Gully,47639,29.7,VIC,Special,,5383262,,Government,2369236,,33.2,Metropolitan,133,,"Eastern Ranges School, Ferntree Gully, VIC",4.006024096,Special,4.006023884,1,above,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,,,,,,,,,no ICSEA,4 (highest income),,,,
Eastlakes Public School,2014,24,Eastlakes,12769,2.3,NSW,Primary,27,2655985,33,Government,47793,1054,14.3,Metropolitan,212,16,"Eastlakes Public School, Eastlakes, NSW",,Primary,14.82517529,1,above,420,418,466,442,398,495,457,549,526,475,,,,,,,,,,,3,0,0,5,5,2144,2502,,,2144,2502,,,report ICSEA,3,4,21440,10540,"2,111.513184"
Eastside Lutheran College,2014,26,Warrane,12412,3,TAS,Combined,29,1129533,21,Non-government,1077,1001,9.6,Metropolitan,116,25,"Eastside Lutheran College, Warrane, TAS",12.08333333,Combined,12.08333302,0,below,378,367,339,369,349,,,,,,521,512,491,508,506,555,519,529,546,540,3,0,5,0,0,1802,,2538,2689,1802,,2538,2689,report ICSEA,2,4,18020,10010,"2,008.279297"
Eastwood Heights Public School,2014,7,Eastwood,8989,2.9,NSW,Primary,24,3263133,63,Government,94011,1135,20.7,Metropolitan,396,6,"Eastwood Heights Public School, Eastwood, NSW",,Primary,19.13043404,1,above,465,429,467,478,456,537,508,557,556,540,,,,,,,,,,,3,0,0,5,5,2295,2698,,,2295,2698,,,report ICSEA,1 (lowest income),4,22950,11350,"2,269.285645"
Eastwood Primary School,2014,22,Ringwood East,10454,4.9,VIC,Primary,31,3219798,30,Government,379812,1048,21.9,Metropolitan,303,17,"Eastwood Primary School, Ringwood East, VIC",,Primary,13.83561611,1,above,449,417,431,449,425,500,474,502,508,520,,,,,,,,,,,3,0,0,5,5,2171,2504,,,2171,2504,,,report ICSEA,2,4,21710,10480,"2,099.826416"
Eastwood Public School,2014,8,Eastwood,9221,4.7,NSW,Primary,28,7394964,61,Government,193410,1135,43.4,Metropolitan,814,3,"Eastwood Public School, Eastwood, NSW",,Primary,18.75576019,1,above,476,463,511,520,485,540,507,561,576,565,,,,,,,,,,,3,0,0,5,5,2455,2749,,,2455,2749,,,report ICSEA,1 (lowest income),4,24550,11350,"2,269.285645"
Eaton Community College,2014,33,Eaton,17218,16.9,WA,Combined,17,7317488,5,Government,27638,961,32.5,Provincial,412,45,"Eaton Community College, Eaton, WA",,Combined,12.6769228,0,below,,,,,,,,,,,506,483,520,493,510,553,531,560,550,561,3,5,5,0,0,,,2512,2755,,,2512,2755,report ICSEA,4 (highest income),,,9610,"1,930.366943"
Eaton Primary School,2014,35,Eaton,11819,13.6,WA,Primary,19,4718340,6,Government,5121,971,22.2,Provincial,450,41,"Eaton Primary School, Eaton, WA",,Primary,20.27026939,0,below,410,386,389,384,374,482,428,464,459,463,534,512,543,541,536,,,,,,3,0,0,0,5,1943,2296,2666,,1943,2296,2666,,report ICSEA,2,4,19430,9710,"1,949.845093"
Eatons Hill State School,2014,26,Eatons Hill,9484,19.7,QLD,Primary,35,9943098,31,Government,739922,1068,62,Metropolitan,1096,8,"Eatons Hill State School, Eatons Hill, QLD",,Primary,17.67741966,1,above,428,402,425,446,402,500,482,481,509,491,566,543,544,559,558,,,,,,3,0,0,0,5,2103,2463,2770,,2103,2463,2770,,report ICSEA,1 (lowest income),4,21030,10680,"2,138.782471"
Ebenezer Christian College,2014,22,Prospect,9849,2.8,NSW,Combined,27,482621,21,Non-government,110,1016,5.8,Metropolitan,84,30,"Ebenezer Christian College, Prospect, NSW",,Combined,14.48275852,0,above,431,413,461,475,426,459,418,507,475,430,486,459,494,492,500,545,524,577,563,523,3,0,0,0,0,2206,2289,2431,2732,2206,2289,2431,2732,report ICSEA,1 (lowest income),4,22060,10160,"2,037.49646"
Ebenezer Public School,2014,37,Ebenezer,10110,1.7,NSW,Primary,21,1273870,7,Government,20760,979,6.2,Metropolitan,105,35,"Ebenezer Public School, Ebenezer, NSW",,Primary,16.93548393,0,below,393,399,392,388,370,447,426,445,442,465,,,,,,,,,,,3,0,0,5,5,1942,2225,,,1942,2225,,,report ICSEA,1 (lowest income),4,19420,9790,"1,965.42749"
Ebor Public School,2014,4,Ebor,28058,1,NSW,Primary,4,308642,7,Government,5729,826,1.4,Provincial,9,84,"Ebor Public School, Ebor, NSW",,Primary,6.428571224,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,4 (highest income),,,8260,"1,667.412842"
Echuca College,2014,33,Echuca,10912,13.3,VIC,Secondary,17,8020534,4,Government,68877,952,52.7,Provincial,677,46,"Echuca College, Echuca, VIC",,Secondary,12.84630013,0,below,,,,,,,,,,,524,497,516,515,535,561,535,560,546,572,3,5,5,0,0,,,2587,2774,,,2587,2774,report ICSEA,2,,,9520,"1,912.83667"
Echuca East Primary School,2014,36,Echuca,9129,6.3,VIC,Primary,17,2903165,4,Government,26852,938,19.8,Provincial,328,43,"Echuca East Primary School, Echuca, VIC",,Primary,16.56565666,0,below,410,411,397,418,412,505,471,490,496,497,,,,,,,,,,,3,0,0,5,5,2048,2459,,,2048,2459,,,report ICSEA,1 (lowest income),4,20480,9380,"1,885.567383"
Echuca Primary School,2014,37,Echuca,8331,6.1,VIC,Primary,27,4332055,13,Government,48267,1004,27,Provincial,513,22,"Echuca Primary School, Echuca, VIC",19,Primary,19,0,below,440,448,435,460,480,499,479,490,492,487,,,,,,,,,,,3,0,0,5,5,2263,2447,,,2263,2447,,,report ICSEA,1 (lowest income),4,22630,10040,"2,014.122681"
Echuca South Primary School,2014,31,Echuca,9494,3.4,VIC,Primary,12,2022247,2,Government,7403,921,10.8,Provincial,180,55,"Echuca South Primary School, Echuca, VIC",,Primary,16.66666603,0,below,411,414,365,413,418,448,425,455,429,447,,,,,,,,,,,3,0,0,5,5,2021,2204,,,2021,2204,,,report ICSEA,1 (lowest income),4,20210,9210,"1,852.45459"
Echuca Specialist School,2014,,Echuca,34968,17.8,VIC,Special,,4266113,,Government,28102,,17.7,Provincial,120,,"Echuca Specialist School, Echuca, VIC",,Special,6.779661179,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,4 (highest income),,,,
Echuca West Primary School,2014,38,Echuca,9289,1.4,VIC,Primary,17,1216894,9,Government,4716,973,8.7,Provincial,139,37,"Echuca West Primary School, Echuca, VIC",,Primary,15.97701168,0,below,420,422,388,407,409,509,477,471,489,488,,,,,,,,,,,3,0,0,5,5,2046,2434,,,2046,2434,,,report ICSEA,1 (lowest income),4,20460,9730,"1,953.740723"
Echunga Primary School,2014,35,Echunga,13262,2.3,SA,Primary,28,994672,21,Government,0,1038,4.6,Provincial,71,16,"Echunga Primary School, Echunga, SA",,Primary,15.43478298,0,above,409,360,387,407,383,516,489,506,514,497,634,597,616,632,574,,,,,,3,0,0,0,5,1946,2522,3053,,1946,2522,3053,,report ICSEA,3,4,19460,10380,"2,080.348145"
EdSpace,2014,,Benalla,29341,4.2,VIC,Special,,768736,,Non-government,4057,,4,Provincial,33,,"EdSpace, Benalla, VIC",,Special,8.25,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,4 (highest income),,,,
Eddystone Primary School,2014,28,Heathridge,16631,15.3,WA,Primary,23,5128992,16,Government,17462,988,30.1,Metropolitan,320,33,"Eddystone Primary School, Heathridge, WA",,Primary,10.6312294,0,below,373,373,394,376,376,471,465,470,495,453,545,543,562,545,524,,,,,,3,0,0,0,5,1892,2354,2719,,1892,2354,2719,,report ICSEA,4 (highest income),4,18920,9880,"1,982.957764"
Eden Hill Primary School,2014,29,Eden Hill,10648,13.6,WA,Primary,29,4714991,20,Government,36449,1013,25.5,Metropolitan,482,22,"Eden Hill Primary School, Eden Hill, WA",,Primary,18.90196037,0,above,403,394,395,410,393,506,466,511,485,509,539,521,549,528,547,,,,,,3,0,0,0,5,1995,2477,2684,,1995,2477,2684,,report ICSEA,2,4,19950,10130,"2,031.652954"
Eden Hills Primary School,2014,10,Eden Hills,11170,6.5,SA,Primary,30,2915484,56,Government,2276542,1120,14.9,Metropolitan,258,3,"Eden Hills Primary School, Eden Hills, SA",,Primary,17.31543541,1,above,427,383,376,420,405,518,469,490,509,487,574,563,554,575,556,,,,,,3,0,0,0,5,2011,2473,2822,,2011,2473,2822,,report ICSEA,2,4,20110,11200,"2,240.068604"
Eden Marine High School,2014,32,Eden,15377,12.9,NSW,Secondary,17,10256390,7,Government,188843,955,53.8,Provincial,648,44,"Eden Marine High School, Eden, NSW",,Secondary,12.04461002,0,below,,,,,,,,,,,536,486,538,529,520,551,475,546,539,553,3,5,5,0,0,,,2609,2664,,,2609,2664,report ICSEA,3,,,9550,"1,918.680176"
Eden Public School,2014,26,Eden,12987,6.6,NSW,Primary,17,3675432,6,Government,60795,918,20.4,Provincial,259,52,"Eden Public School, Eden, NSW",,Primary,12.6960783,0,below,367,367,353,381,360,489,437,472,474,480,,,,,,,,,,,3,0,0,5,5,1828,2352,,,1828,2352,,,report ICSEA,3,4,18280,9180,"1,846.611206"
Edenhope College,2014,34,Edenhope,15893,7.1,VIC,Combined,17,3448869,7,Government,72430,970,22.6,Provincial,209,42,"Edenhope College, Edenhope, VIC",,Combined,9.247787476,0,below,422,393,423,457,402,504,445,472,480,483,535,508,527,530,526,597,538,587,601,622,3,0,0,0,0,2097,2384,2626,2945,2097,2384,2626,2945,report ICSEA,3,4,20970,9700,"1,947.897217"
Edens Landing State School,2014,32,Edens Landing,10107,18.8,QLD,Primary,23,7307531,8,Government,542719,976,44.5,Metropolitan,739,37,"Edens Landing State School, Edens Landing, QLD",,Primary,16.60674095,0,below,388,374,399,400,365,488,445,498,494,471,512,485,511,506,526,,,,,,3,0,0,0,5,1926,2396,2540,,1926,2396,2540,,report ICSEA,1 (lowest income),4,19260,9760,"1,959.584106"
Edensor Park Public School,2014,27,Edensor Park,11510,2.6,NSW,Primary,17,3487423,6,Government,88203,950,19.5,Metropolitan,296,50,"Edensor Park Public School, Edensor Park, NSW",,Primary,15.17948723,0,below,383,394,407,383,379,469,447,500,489,481,,,,,,,,,,,3,0,0,5,5,1946,2386,,,1946,2386,,,report ICSEA,2,4,19460,9500,"1,908.94104"
Edge Hill State School,2014,28,Edge Hill,9835,22.7,QLD,Primary,32,10309245,26,Government,1012708,1024,64,Metropolitan,1092,15,"Edge Hill State School, Edge Hill, QLD",,Primary,17.0625,1,above,425,437,419,439,401,502,474,508,526,498,539,493,549,546,546,,,,,,3,0,0,0,5,2121,2508,2673,,2121,2508,2673,,report ICSEA,1 (lowest income),4,21210,10240,"2,053.078857"
Edgeware School,2014,,Hurlstone Park,64030,6.2,NSW,Special,,1536711,,Government,11340,,10.5,Metropolitan,33,,"Edgeware School, Hurlstone Park, NSW",,Special,3.142857075,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,4 (highest income),,,,
Edgewater Primary School,2014,25,Edgewater,10826,11,WA,Primary,33,4911315,33,Government,6010,1068,24.1,Metropolitan,458,9,"Edgewater Primary School, Edgewater, WA",,Primary,19.00414848,1,above,415,416,405,412,404,497,475,513,509,499,575,523,570,552,577,,,,,,3,0,0,0,5,2052,2493,2797,,2052,2493,2797,,report ICSEA,2,4,20520,10680,"2,138.782471"
Edgeworth Heights Public School,2014,32,Edgeworth,8878,2.9,NSW,Primary,19,3000782,5,Government,362736,950,18.2,Metropolitan,355,44,"Edgeworth Heights Public School, Edgeworth, NSW",,Primary,19.50549507,0,below,374,351,392,372,361,481,452,488,475,470,,,,,,,,,,,3,0,0,5,5,1850,2366,,,1850,2366,,,report ICSEA,1 (lowest income),4,18500,9500,"1,908.94104"
Edgeworth Public School,2014,35,Edgeworth,9302,5.3,NSW,Primary,17,5330099,6,Government,90224,948,32.3,Metropolitan,585,42,"Edgeworth Public School, Edgeworth, NSW",,Primary,18.11145592,0,below,397,402,415,417,398,464,443,485,465,452,,,,,,,,,,,3,0,0,5,5,2029,2309,,,2029,2309,,,report ICSEA,1 (lowest income),4,20290,9480,"1,905.04541"
Edi Upper Primary School,2014,32,Edi Upper,16761,0.8,VIC,Primary,14,452558,6,Government,938,974,4,Provincial,29,48,"Edi Upper Primary School, Edi Upper, VIC",,Primary,7.25,0,below,418,376,365,411,377,,,,,,,,,,,,,,,,3,0,5,5,5,1947,,,,1947,,,,report ICSEA,4 (highest income),4,19470,9740,"1,955.688477"
Edinburgh College (Primary),2014,23,Lilydale,12142,8.8,VIC,Primary,32,1335573,35,Non-government,89576,1071,30,Metropolitan,304,10,"Edinburgh College (Primary), Lilydale, VIC",,Primary,10.13333321,1,above,422,425,402,431,414,565,476,538,528,510,560,516,543,551,547,557,532,550,548,576,3,0,0,0,0,2094,2617,2717,2763,2094,2617,2717,2763,report ICSEA,2,4,20940,10710,"2,144.625977"
Edith Creek Primary School,2014,23,Edith Creek,15749,3.1,TAS,Primary,19,702427,3,Government,0,907,4.7,Provincial,32,55,"Edith Creek Primary School, Edith Creek, TAS",,Primary,6.80851078,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,3,,,9070,"1,825.185303"
Edithburgh Primary School,2014,33,Edithburgh,32836,1.6,SA,Primary,18,459710,7,Government,8045,977,2,Remote,12,42,"Edithburgh Primary School, Edithburgh, SA",,Primary,6,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,4 (highest income),,,9770,"1,961.53186"
Edithvale Primary School,2014,21,Edithvale,8117,3.8,VIC,Primary,35,2508268,35,Government,51245,1077,19.4,Metropolitan,318,8,"Edithvale Primary School, Edithvale, VIC",,Primary,16.39175224,1,above,448,416,423,437,441,524,483,477,521,516,,,,,,,,,,,3,0,0,5,5,2165,2521,,,2165,2521,,,report ICSEA,1 (lowest income),4,21650,10770,"2,156.312744"
Edmund Rice College,2014,27,West Wollongong,13086,24.5,NSW,Secondary,30,11502437,29,Non-government,4401329,1041,63.9,Metropolitan,921,14,"Edmund Rice College, West Wollongong, NSW",,Secondary,14.41314507,1,above,,,,,,,,,,,541,507,535,535,554,589,554,569,569,601,3,5,5,0,0,,,2672,2882,,,2672,2882,report ICSEA,3,,,10410,"2,086.19165"
Edney Primary School,2014,32,High Wycombe,10514,11,WA,Primary,22,4631048,10,Government,267103,981,24.2,Metropolitan,456,36,"Edney Primary School, High Wycombe, WA",,Primary,18.84297562,0,below,391,391,415,425,384,455,449,476,469,452,533,494,556,538,539,,,,,,3,0,0,0,5,2006,2301,2660,,2006,2301,2660,,report ICSEA,2,4,20060,9810,"1,969.32312"
Education Centre Gippsland Community College,2014,,Warragul,11582,0.8,VIC,Secondary,,579096,,Non-government,418,,3.8,Provincial,52,,"Education Centre Gippsland Community College, Warragul, VIC",,Secondary,13.68421078,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,2,,,,
Edward John Eyre High School,2014,,Whyalla Norrie,16838,17.6,SA,Secondary,,6701612,,Government,32271,,27,Provincial,376,,"Edward John Eyre High School, Whyalla Norrie, SA",,Secondary,13.92592621,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,4 (highest income),,,,
Edward Public School,2014,30,Deniliquin,13331,3,NSW,Primary,16,2599527,9,Government,44654,938,14.1,Provincial,174,45,"Edward Public School, Deniliquin, NSW",,Primary,12.34042549,0,below,387,362,361,367,363,465,432,473,465,455,,,,,,,,,,,3,0,0,5,5,1840,2290,,,1840,2290,,,report ICSEA,3,4,18400,9380,"1,885.567383"
Edwardstown Primary School,2014,25,Melrose Park,9963,8.4,SA,Primary,34,3646600,28,Government,0,1052,20.3,Metropolitan,362,13,"Edwardstown Primary School, Melrose Park, SA",,Primary,17.8325119,1,above,428,407,424,444,406,504,474,483,493,452,552,508,549,532,521,,,,,,3,0,0,0,5,2109,2406,2662,,2109,2406,2662,,report ICSEA,1 (lowest income),4,21090,10520,"2,107.617432"
Eglinton Public School,2014,26,Eglinton,9663,5.4,NSW,Primary,29,4580038,21,Government,108131,1020,26.2,Provincial,480,24,"Eglinton Public School, Eglinton, NSW",,Primary,18.32061005,0,above,413,391,403,415,398,501,463,502,497,483,,,,,,,,,,,3,0,0,5,5,2020,2446,,,2020,2446,,,report ICSEA,1 (lowest income),4,20200,10200,"2,045.28772"
Eidsvold State School,2014,19,Eidsvold,26653,7.7,QLD,Combined,12,2121613,2,Government,47818,789,10.9,Provincial,80,67,"Eidsvold State School, Eidsvold, QLD",,Combined,7.339449406,0,below,341,353,366,362,340,414,397,428,366,416,498,462,500,484,495,542,487,540,531,533,3,0,0,0,0,1762,2021,2439,2633,1762,2021,2439,2633,report ICSEA,4 (highest income),4,17620,7890,"1,595.343872"
Eight Mile Plains State School,2014,29,Eight Mile Plains,17808,15.2,QLD,Primary,25,3864436,19,Government,159069,1009,26.2,Metropolitan,256,27,"Eight Mile Plains State School, Eight Mile Plains, QLD",,Primary,9.770992279,0,above,392,348,394,400,367,463,438,483,470,448,528,452,526,497,506,,,,,,3,0,0,0,5,1901,2302,2509,,1901,2302,2509,,report ICSEA,4 (highest income),4,19010,10090,"2,023.861816"
Eildon Primary School,2014,28,Eildon,13881,1.2,VIC,Primary,17,555245,1,Government,2812,924,3.4,Provincial,36,54,"Eildon Primary School, Eildon, VIC",,Primary,10.5882349,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,3,,,9240,"1,858.298096"
Eimeo Road State School,2014,34,Rural View,9515,18.7,QLD,Primary,29,8106399,14,Government,682341,992,52.2,Provincial,942,23,"Eimeo Road State School, Rural View, QLD",,Primary,18.04597664,0,below,415,396,405,445,405,494,460,481,502,488,,,,,,,,,,,3,0,0,5,5,2066,2425,,,2066,2425,,,report ICSEA,1 (lowest income),4,20660,9920,"1,990.749023"
El Arish State School,2014,32,El Arish,14519,2.7,QLD,Primary,29,696897,15,Government,4809,1000,3.3,Provincial,58,24,"El Arish State School, El Arish, QLD",,Primary,17.57575798,0,below,428,389,400,394,467,,,,,,,,,,,,,,,,3,0,5,5,5,2078,,,,2078,,,,report ICSEA,3,4,20780,10000,"2,006.331543"
Elands Public School,2014,23,Elands,29271,0.8,NSW,Primary,8,409796,0,Government,18334,882,1.5,Provincial,19,68,"Elands Public School, Elands, NSW",,Primary,12.66666698,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,4 (highest income),,,8820,"1,776.490112"
Elanora Heights Public School,2014,16,Elanora Heights,8919,4.1,NSW,Primary,34,4878725,44,Government,103764,1098,29.1,Metropolitan,577,6,"Elanora Heights Public School, Elanora Heights, NSW",,Primary,19.82817841,1,above,460,438,447,452,434,544,493,533,536,523,,,,,,,,,,,3,0,0,5,5,2231,2629,,,2231,2629,,,report ICSEA,1 (lowest income),4,22310,10980,"2,197.216797"
Elanora State High School,2014,33,Elanora,13445,27,QLD,Secondary,26,10721321,12,Government,91483,995,60.9,Metropolitan,785,29,"Elanora State High School, Elanora, QLD",,Secondary,12.88998318,0,below,,,,,,,,,,,,,,,,557,519,561,553,569,3,5,5,5,0,,,,2759,,,,2759,report ICSEA,3,,,9950,"1,996.592407"
Elanora State School,2014,33,Elanora,9908,23.9,QLD,Primary,34,11453312,19,Government,179399,1031,71.7,Metropolitan,1234,15,"Elanora State School, Elanora, QLD",,Primary,17.2105999,1,above,442,410,425,455,419,509,463,503,508,494,562,520,561,559,568,,,,,,3,0,0,0,5,2151,2477,2770,,2151,2477,2770,,report ICSEA,1 (lowest income),4,21510,10310,"2,066.713623"
Elderslie High School,2014,33,Elderslie,11611,12.4,NSW,Secondary,27,11181365,18,Government,599428,1017,65.7,Metropolitan,948,23,"Elderslie High School, Elderslie, NSW",,Secondary,14.42922401,0,above,,,,,,,,,,,535,511,551,539,536,574,531,593,572,590,3,5,5,0,0,,,2672,2860,,,2672,2860,report ICSEA,2,,,10170,"2,039.444214"
Elderslie Public School,2014,34,Elderslie,11520,5.6,NSW,Primary,31,3755651,18,Government,141309,1026,21.6,Metropolitan,382,17,"Elderslie Public School, Elderslie, NSW",,Primary,17.68518448,0,above,425,420,430,440,418,489,471,508,501,478,,,,,,,,,,,3,0,0,5,5,2133,2447,,,2133,2447,,,report ICSEA,2,4,21330,10260,"2,056.974609"
Eleebana Public School,2014,23,Eleebana,9183,4.1,NSW,Primary,33,5179274,34,Government,285726,1074,30.4,Metropolitan,591,9,"Eleebana Public School, Eleebana, NSW",,Primary,19.44079018,1,above,447,421,427,462,431,519,502,514,537,522,,,,,,,,,,,3,0,0,5,5,2188,2594,,,2188,2594,,,report ICSEA,1 (lowest income),4,21880,10740,"2,150.469238"
Elermore Vale Public School,2014,31,Wallsend,9613,4.4,NSW,Primary,25,4018330,22,Government,62137,1017,24.3,Metropolitan,424,23,"Elermore Vale Public School, Wallsend, NSW",,Primary,17.44855881,0,above,396,398,397,371,387,518,474,510,533,477,,,,,,,,,,,3,0,0,5,5,1949,2512,,,1949,2512,,,report ICSEA,1 (lowest income),4,19490,10170,"2,039.444214"
Elimbah State School,2014,35,Elimbah,10048,13.2,QLD,Primary,25,5194980,11,Government,51793,995,30,Metropolitan,537,29,"Elimbah State School, Elimbah, QLD",,Primary,17.89999962,0,below,388,360,370,397,369,498,450,484,486,473,529,479,518,528,526,,,,,,3,0,0,0,5,1884,2391,2580,,1884,2391,2580,,report ICSEA,1 (lowest income),4,18840,9950,"1,996.592407"
Elisabeth Murdoch College,2014,37,Langwarrin,10405,18.8,VIC,Secondary,20,13651479,6,Government,620718,981,92.1,Metropolitan,1362,37,"Elisabeth Murdoch College, Langwarrin, VIC",,Secondary,14.78827381,0,below,,,,,,,,,,,529,490,532,521,532,560,520,561,551,564,3,5,5,0,0,,,2604,2756,,,2604,2756,report ICSEA,2,,,9810,"1,969.32312"
Elizabeth College,2014,,North Hobart,13993,26.7,TAS,Secondary,,12078654,,Government,0,,64,Metropolitan,914,,"Elizabeth College, North Hobart, TAS",,Secondary,14.28125,1,above,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,no ICSEA,3,,,,
Elizabeth Downs Primary School,2014,23,Elizabeth Downs,15396,11.7,SA,Primary,12,4264668,4,Government,0,917,25.3,Metropolitan,318,61,"Elizabeth Downs Primary School, Elizabeth Downs, SA",,Primary,12.56917,0,below,409,406,393,385,365,442,433,448,426,408,477,482,470,467,478,,,,,,3,0,0,0,5,1958,2157,2374,,1958,2157,2374,,report ICSEA,3,4,19580,9170,"1,844.663452"
Elizabeth East Primary School,2014,17,Elizabeth East,14036,10.9,SA,Primary,5,3284310,0,Government,73599,879,18.4,Metropolitan,238,78,"Elizabeth East Primary School, Elizabeth East, SA",,Primary,12.93478298,0,below,328,269,348,343,317,413,350,422,407,391,482,458,485,461,475,,,,,,3,0,0,0,5,1605,1983,2361,,1605,1983,2361,,report ICSEA,3,4,16050,8790,"1,770.646729"
